Date,Close/Last,Volume,Open,High,Low
10/25/2024,$170.27,5496607,$170.275,$173.18,$169.8062
10/24/2024,$168.10,4933426,$166.61,$168.94,$165.53
10/23/2024,$166.60,9788217,$169.34,$172.64,$164.30
10/22/2024,$173.18,7313047,$169.01,$173.48,$168.23
10/21/2024,$169.01,7297738,$169.635,$170.17,$166.0685
10/18/2024,$170.92,6432721,$172.11,$172.58,$169.42
10/17/2024,$171.10,6093179,$175.615,$175.615,$171.02
10/16/2024,$171.48,6495701,$174.62,$174.67,$170.2201
10/15/2024,$174.09,12910400,$177.22,$179.825,$172.75
10/14/2024,$178.04,9933613,$171.34,$178.87,$170.90
10/11/2024,$169.98,3801395,$168.00,$170.43,$166.87
10/10/2024,$168.52,5048030,$167.23,$168.75,$165.33
10/09/2024,$170.22,5486488,$165.95,$170.30,$164.665
10/08/2024,$166.34,7843548,$164.86,$167.7209,$163.66
10/07/2024,$166.94,4359327,$167.635,$168.7199,$165.735
10/04/2024,$168.90,6588668,$172.55,$172.80,$166.48
10/03/2024,$168.92,6260212,$165.95,$169.53,$165.66
10/02/2024,$168.32,4484587,$166.15,$169.75,$165.15
10/01/2024,$165.78,8277568,$169.80,$170.29,$164.08
09/30/2024,$170.05,8103000,$171.37,$172.23,$167.75
09/27/2024,$170.13,5880662,$173.00,$173.45,$169.83
09/26/2024,$172.66,8474993,$174.91,$175.75,$166.7801
09/25/2024,$168.27,5095502,$166.28,$168.59,$165.76
09/24/2024,$166.95,9666799,$167.42,$169.355,$165.98
09/23/2024,$165.96,9810047,$168.42,$169.98,$165.35
09/20/2024,$168.92,27546390,$172.69,$173.07,$164.30
09/19/2024,$173.92,10900030,$174.42,$176.80,$172.49
09/18/2024,$168.30,5877581,$169.52,$172.42,$167.695
09/17/2024,$168.70,5828016,$168.88,$169.50,$166.08
09/16/2024,$166.61,6510034,$164.93,$167.34,$163.79
09/13/2024,$167.73,4049902,$165.81,$168.30,$165.44
09/12/2024,$164.98,6045562,$165.88,$166.31,$162.90
09/11/2024,$166.56,8275440,$162.36,$166.90,$159.2502
09/10/2024,$161.68,7918073,$160.00,$162.06,$157.68
09/09/2024,$160.77,7494915,$161.09,$162.37,$158.57
09/06/2024,$158.19,10703050,$162.74,$163.19,$157.13
09/05/2024,$163.70,5599989,$163.08,$165.7994,$161.85
09/04/2024,$165.33,6737013,$163.00,$168.24,$162.63
09/03/2024,$163.24,11620270,$171.885,$172.155,$162.00
08/30/2024,$175.30,11110810,$172.29,$175.46,$170.80
08/29/2024,$169.49,12514150,$173.42,$176.3599,$168.93
08/28/2024,$171.85,6534566,$174.38,$175.72,$169.63
08/27/2024,$173.93,6498782,$169.17,$174.44,$168.265
08/26/2024,$169.49,7437611,$171.97,$172.38,$168.53
08/23/2024,$173.50,6823561,$171.76,$174.62,$170.6301
08/22/2024,$169.00,6743476,$174.30,$174.585,$168.38
08/21/2024,$174.22,6309503,$172.99,$174.87,$172.075
08/20/2024,$172.11,6222388,$173.86,$175.43,$171.15
08/19/2024,$174.26,6708083,$171.57,$174.32,$168.74
08/16/2024,$172.18,5435739,$172.285,$173.38,$170.63
08/15/2024,$173.34,10752140,$171.75,$174.64,$170.61
08/14/2024,$167.15,7208248,$170.64,$171.2587,$164.7248
08/13/2024,$169.47,11102080,$164.30,$169.56,$163.28
08/12/2024,$162.89,8548033,$160.56,$163.39,$157.42
08/09/2024,$164.48,4824606,$164.07,$165.89,$161.98
08/08/2024,$164.95,9590873,$160.74,$165.59,$157.87
08/07/2024,$156.12,9266867,$163.58,$164.32,$155.50
08/06/2024,$158.72,9301031,$158.42,$163.63,$156.50
08/05/2024,$157.95,12733910,$153.27,$162.82,$151.3901
08/02/2024,$159.31,16618860,$160.52,$164.26,$157.53
08/01/2024,$164.00,24795020,$171.76,$176.97,$161.33
07/31/2024,$180.95,19222190,$175.58,$181.08,$173.41
07/30/2024,$166.94,15338920,$179.34,$179.40,$166.7721
07/29/2024,$178.64,6051554,$181.50,$182.64,$177.85
07/26/2024,$180.05,6567842,$179.01,$181.30,$177.57
07/25/2024,$175.39,12700060,$179.62,$180.235,$173.27
07/24/2024,$181.07,13295250,$189.335,$189.61,$180.69
07/23/2024,$193.35,5796721,$194.20,$196.24,$192.15
07/22/2024,$194.97,7590017,$191.00,$195.50,$189.05
07/19/2024,$186.21,9195710,$191.69,$193.0888,$185.76
07/18/2024,$191.46,9960596,$193.78,$193.90,$186.95
07/17/2024,$191.60,16156210,$199.73,$200.00,$190.56
07/16/2024,$209.64,5998488,$210.00,$211.09,$206.6201
07/15/2024,$208.18,7463726,$203.00,$209.24,$202.785
07/12/2024,$202.43,7217219,$201.66,$206.08,$200.25
07/11/2024,$199.85,8602248,$210.02,$210.13,$199.77
07/10/2024,$208.80,5159400,$208.74,$209.24,$206.5567
07/09/2024,$207.12,5276289,$206.48,$208.55,$204.66
07/08/2024,$207.89,6920442,$207.24,$210.435,$206.1517
07/05/2024,$205.75,6375172,$205.85,$206.75,$203.98
07/03/2024,$203.81,4996211,$202.68,$204.86,$200.44
07/02/2024,$200.16,5632945,$198.25,$200.48,$197.09
07/01/2024,$200.03,6800566,$199.47,$200.6682,$196.08
06/28/2024,$199.18,15547480,$196.00,$203.94,$195.61
06/27/2024,$195.15,11936570,$196.87,$198.57,$193.84
06/26/2024,$197.33,10023790,$200.31,$201.15,$195.70
06/25/2024,$202.17,12053660,$203.14,$203.15,$199.17
06/24/2024,$200.84,16087750,$206.91,$207.03,$200.24
06/21/2024,$212.53,22741320,$211.76,$215.47,$209.41
06/20/2024,$215.47,18701200,$224.20,$225.90,$212.84
06/18/2024,$227.09,22037470,$226.82,$230.63,$226.00
06/17/2024,$222.22,12109080,$217.09,$222.67,$213.40
06/14/2024,$215.33,6438225,$217.64,$218.05,$213.65
06/13/2024,$217.81,10102780,$216.36,$218.36,$213.01
06/12/2024,$215.39,9502803,$212.50,$215.62,$210.88
06/11/2024,$208.52,8197458,$207.15,$209.45,$204.78
06/10/2024,$209.35,6470472,$205.285,$210.5819,$204.56
06/07/2024,$206.62,5714393,$209.73,$209.80,$204.89
06/06/2024,$209.44,7597184,$211.90,$212.24,$208.79
06/05/2024,$211.90,11626290,$206.93,$212.50,$205.365
06/04/2024,$204.37,6629105,$205.91,$206.23,$201.66
06/03/2024,$205.91,12419480,$209.56,$210.98,$202.41
05/31/2024,$204.05,15064860,$208.00,$209.05,$198.71
05/30/2024,$204.80,12263870,$208.00,$209.37,$203.8221
05/29/2024,$208.26,12552520,$208.65,$210.66,$206.70
05/28/2024,$213.08,12485380,$217.225,$217.43,$211.30
05/24/2024,$210.36,13809900,$203.89,$211.30,$203.56
05/23/2024,$201.76,14475090,$205.88,$207.95,$199.42
05/22/2024,$202.93,11170070,$202.93,$204.84,$201.70
05/21/2024,$200.85,11498780,$196.012,$201.98,$195.76
05/20/2024,$197.76,8879734,$194.00,$199.99,$193.28
05/17/2024,$193.86,5799714,$192.90,$195.44,$191.87
05/16/2024,$193.27,8173415,$195.00,$195.63,$192.78
05/15/2024,$194.61,11349080,$190.01,$196.08,$190.00
05/14/2024,$188.97,7713362,$184.51,$189.29,$184.49
05/13/2024,$184.21,6384837,$183.18,$184.725,$182.90
05/10/2024,$182.08,4702542,$182.00,$183.545,$181.238
05/09/2024,$180.54,5513454,$181.00,$181.7099,$179.44
05/08/2024,$180.55,6242590,$176.73,$180.79,$176.6151
05/07/2024,$180.15,8011055,$182.45,$184.31,$179.22
05/06/2024,$181.85,6980071,$181.91,$182.40,$180.40
05/03/2024,$179.64,10043910,$182.24,$183.19,$177.80
05/02/2024,$180.10,25894850,$175.47,$181.69,$175.29
05/01/2024,$164.11,13113580,$164.51,$169.64,$163.79
04/30/2024,$165.85,6914197,$169.23,$169.24,$165.81
04/29/2024,$169.20,6623860,$165.20,$169.27,$165.20
04/26/2024,$165.66,7141339,$162.90,$166.52,$162.51
04/25/2024,$163.30,6230692,$164.08,$164.625,$161.73
04/24/2024,$163.63,6130515,$163.87,$165.93,$162.00
04/23/2024,$161.35,6616694,$160.96,$162.255,$159.68
04/22/2024,$160.18,7848681,$158.04,$161.64,$157.16
04/19/2024,$157.63,10292180,$161.29,$161.39,$156.34
04/18/2024,$161.44,9209372,$162.36,$164.10,$159.86
04/17/2024,$164.32,8081978,$169.22,$170.1898,$163.7704
04/16/2024,$168.58,6390091,$169.50,$169.57,$167.45
04/15/2024,$169.84,6570567,$174.27,$174.38,$168.5804
04/12/2024,$171.29,8216680,$172.28,$173.39,$170.96
04/11/2024,$175.13,6262569,$171.67,$175.625,$170.50
04/10/2024,$170.86,6177357,$172.42,$173.71,$170.07
04/09/2024,$175.57,5030472,$175.27,$175.99,$173.37
04/08/2024,$173.62,4812025,$172.93,$174.39,$172.355
04/05/2024,$171.53,5863321,$170.18,$172.24,$169.71
04/04/2024,$169.76,9031189,$175.00,$175.95,$169.41
04/03/2024,$173.91,6943155,$170.00,$173.96,$169.33
04/02/2024,$171.04,7436314,$170.47,$171.40,$169.28
04/01/2024,$171.72,6679060,$168.27,$172.80,$168.21
03/28/2024,$169.30,5323975,$169.10,$169.89,$167.98
03/27/2024,$169.13,6309666,$169.45,$169.48,$166.97
03/26/2024,$167.07,5289949,$168.05,$169.42,$167.00
03/25/2024,$167.52,5682477,$167.88,$168.77,$166.97
03/22/2024,$170.10,5645466,$169.55,$171.90,$169.30
03/21/2024,$170.85,8497474,$170.74,$172.915,$169.6301
03/20/2024,$167.67,5995811,$164.10,$168.1725,$163.83
03/19/2024,$164.10,7404369,$166.09,$166.46,$163.63
03/18/2024,$166.92,6653663,$170.91,$171.46,$166.35
03/15/2024,$167.20,16414620,$167.10,$168.77,$165.85
03/14/2024,$168.45,8150986,$169.60,$169.95,$166.71
03/13/2024,$169.25,8730467,$171.22,$171.50,$168.60
03/12/2024,$173.08,7642226,$172.91,$173.90,$170.58
03/11/2024,$171.12,7256262,$169.00,$171.98,$168.1201
03/08/2024,$170.57,11317960,$174.82,$175.47,$170.54
03/07/2024,$175.72,14495140,$169.60,$177.59,$169.43
03/06/2024,$167.89,12230450,$164.82,$169.25,$164.33
03/05/2024,$161.45,9608823,$164.73,$165.59,$160.23
03/04/2024,$166.56,11865140,$165.12,$167.83,$164.72
03/01/2024,$163.09,10405720,$159.39,$164.00,$158.07
02/29/2024,$157.79,8321448,$156.87,$158.20,$156.18
02/28/2024,$155.85,5210958,$156.00,$156.5397,$154.96
02/27/2024,$158.30,6021410,$157.75,$159.20,$157.49
02/26/2024,$157.03,6307616,$156.00,$157.48,$155.79
02/23/2024,$154.91,5953301,$155.695,$156.91,$154.3271
02/22/2024,$154.75,11407450,$154.77,$155.51,$152.315
02/21/2024,$152.01,9769463,$149.83,$152.05,$148.90
02/20/2024,$151.96,8745482,$151.89,$152.90,$149.87
02/16/2024,$152.69,8429094,$157.47,$157.76,$152.6001
02/15/2024,$155.98,9372391,$155.00,$157.17,$154.485
02/14/2024,$153.94,8715118,$151.31,$154.3925,$151.05
02/13/2024,$150.04,8976265,$150.00,$151.25,$148.41
02/12/2024,$153.10,11806350,$150.38,$154.76,$150.25
02/09/2024,$151.00,11981500,$149.00,$153.40,$148.35
02/08/2024,$148.18,9448662,$146.85,$148.61,$146.285
02/07/2024,$145.89,7361904,$145.16,$145.95,$143.63
02/06/2024,$144.10,7286261,$144.50,$144.81,$142.4299
02/05/2024,$144.03,8032550,$141.86,$144.65,$141.21
02/02/2024,$141.69,10442670,$140.65,$142.14,$139.26
02/01/2024,$141.11,22810610,$140.87,$143.91,$140.09
01/31/2024,$148.51,21184190,$145.34,$150.16,$144.335
01/30/2024,$145.98,9132768,$148.00,$148.80,$145.57
01/29/2024,$149.64,10770720,$150.40,$151.235,$148.42
01/26/2024,$150.72,7744740,$152.21,$152.98,$150.38
01/25/2024,$154.47,7740870,$157.60,$157.98,$153.67
01/24/2024,$154.37,8331852,$154.79,$156.32,$153.90
01/23/2024,$153.50,6232270,$152.87,$153.74,$151.41
01/22/2024,$152.87,10456110,$152.75,$154.575,$151.87
01/19/2024,$151.96,16193890,$147.265,$152.77,$146.74
01/18/2024,$145.29,12892980,$143.148,$145.65,$142.33
01/17/2024,$139.32,6584710,$139.62,$139.63,$137.35
01/16/2024,$141.12,7483018,$140.00,$141.23,$137.98
01/12/2024,$140.20,6546589,$142.12,$142.66,$139.16
01/11/2024,$139.03,7374872,$139.00,$139.95,$136.03
01/10/2024,$139.31,5652493,$139.89,$140.03,$137.79
01/09/2024,$139.89,5856890,$137.54,$140.9476,$137.1373
01/08/2024,$139.03,7729379,$136.99,$139.15,$136.64
01/05/2024,$136.73,6827264,$136.16,$138.07,$135.85
01/04/2024,$136.17,6770279,$135.44,$137.3301,$134.9409
01/03/2024,$137.60,8133289,$138.89,$138.89,$136.99
01/02/2024,$140.23,8495776,$142.19,$142.195,$138.781
12/29/2023,$144.63,4839267,$145.41,$145.62,$143.79
12/28/2023,$145.86,4928829,$146.18,$146.89,$145.73
12/27/2023,$145.72,4470261,$145.85,$146.22,$145.04
12/26/2023,$145.46,4381167,$144.17,$146.05,$143.96
12/22/2023,$143.49,4659213,$143.25,$144.40,$142.75
12/21/2023,$142.44,8361560,$141.80,$142.69,$140.985
12/20/2023,$140.44,7264821,$141.97,$142.98,$140.36
12/19/2023,$143.23,5658404,$142.03,$143.4299,$141.44
12/18/2023,$141.65,7832098,$142.51,$143.12,$141.29
12/15/2023,$143.13,25053480,$142.05,$143.49,$141.38
12/14/2023,$141.50,11468870,$139.60,$142.765,$139.60
12/13/2023,$138.80,7507650,$136.38,$138.99,$136.08
12/12/2023,$136.68,7380380,$135.98,$137.23,$135.50
12/11/2023,$136.10,11010730,$134.51,$136.5999,$134.07
12/08/2023,$132.97,7678624,$131.22,$133.97,$131.18
12/07/2023,$132.94,7815707,$131.33,$133.33,$130.39
12/06/2023,$129.96,6912423,$131.98,$132.14,$129.66
12/05/2023,$130.75,6231640,$129.09,$130.85,$128.95
12/04/2023,$129.95,7485048,$129.33,$130.05,$128.03
12/01/2023,$129.67,8866491,$129.06,$130.27,$128.51
11/30/2023,$129.05,11731770,$129.27,$129.40,$127.485
11/29/2023,$127.91,10608320,$129.24,$130.60,$127.62
11/28/2023,$126.59,8817854,$127.20,$127.305,$125.67
11/27/2023,$128.20,8586440,$127.27,$129.02,$126.79
11/24/2023,$127.75,3708239,$128.23,$128.23,$127.56
11/22/2023,$127.50,6649051,$127.89,$129.5103,$127.16
11/21/2023,$127.02,14641820,$126.89,$127.47,$125.75
11/20/2023,$129.51,7150860,$129.44,$130.1199,$129.02
11/17/2023,$129.47,6544058,$129.30,$129.79,$128.42
11/16/2023,$128.70,11655680,$129.09,$130.37,$128.31
11/15/2023,$128.92,7789083,$127.92,$129.73,$127.56
11/14/2023,$127.36,11255360,$127.34,$128.22,$126.08
11/13/2023,$123.85,7959191,$124.00,$124.55,$122.63
11/10/2023,$124.21,12194410,$121.90,$124.81,$120.965
11/09/2023,$120.10,9002674,$121.12,$122.43,$119.85
11/08/2023,$120.06,7681868,$121.40,$122.06,$119.15
11/07/2023,$120.72,7898388,$119.85,$121.08,$119.17
11/06/2023,$119.93,7756358,$120.00,$120.56,$118.38
11/03/2023,$119.52,10670130,$117.95,$120.10,$117.36
11/02/2023,$117.36,22106080,$117.97,$119.08,$114.45
11/01/2023,$110.89,12809870,$109.17,$111.19,$108.70
10/31/2023,$108.99,6485536,$108.30,$109.205,$106.69
10/30/2023,$107.83,6634044,$106.71,$109.33,$106.18
10/27/2023,$106.46,7291950,$106.90,$107.89,$105.835
10/26/2023,$105.62,8705199,$104.75,$106.47,$104.333
10/25/2023,$104.78,8571553,$108.81,$109.29,$104.425
10/24/2023,$109.39,8578552,$109.30,$110.3302,$108.435
10/23/2023,$108.66,6679224,$107.94,$110.57,$107.68
10/20/2023,$108.63,7756477,$111.52,$111.61,$108.63
10/19/2023,$111.28,10511470,$112.39,$114.40,$110.84
10/18/2023,$110.98,7174509,$111.06,$112.11,$110.03
10/17/2023,$112.20,7333985,$108.81,$112.27,$108.02
10/16/2023,$110.51,6254745,$109.09,$111.075,$108.95
10/13/2023,$108.66,6038859,$111.72,$111.969,$108.54
10/12/2023,$111.455,5371724,$111.98,$112.21,$110.32
10/11/2023,$111.12,6378562,$112.28,$112.64,$109.58
10/10/2023,$112.31,6252970,$111.50,$112.99,$110.4282
10/09/2023,$111.80,4714474,$110.32,$111.98,$109.48
10/06/2023,$110.88,7930565,$110.87,$111.325,$108.0464
10/05/2023,$109.80,5089675,$109.70,$110.46,$108.95
10/04/2023,$109.85,7189401,$110.80,$111.07,$108.80
10/03/2023,$110.19,7750656,$110.81,$112.26,$109.38
10/02/2023,$111.10,5751530,$110.40,$111.79,$109.60
09/29/2023,$111.06,4869282,$111.88,$112.23,$110.64
09/28/2023,$111.10,4851339,$109.76,$111.91,$109.18
09/27/2023,$109.19,7224955,$110.73,$110.81,$107.43
